hap_id	gene	retained_donor	annotated_sequence_copies	typing_common_methods_eligible	typing_exclusion_reasons	strict_structural_screen_eligible	all_classical_matched_comparison_eligible	source_type	panel_flags
HG02602#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	0	assembly_or_reference	
HG02602#1	HLA-DRB4	1	1	0	cds_completeness_or_abnormality	1	0	assembly_or_reference	
HG02602#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	0	assembly_or_reference	
HG02602#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02602#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02615#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02615#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02622#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02622#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02630#1	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02630#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	
HG02630#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02630#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02630#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02647#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02647#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	
HG02647#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02668#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02668#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#1	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02698#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02698#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02698#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02698#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02698#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02698#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02698#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02698#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02698#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02698#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
HG02698#2	HLA-A	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-B	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-C	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-DRB1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-DQA1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-DQB1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-DPA1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-DPB1	1	1	0	no_current_exact_cds_match	1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-DRB3	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02698#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02717#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02723#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02723#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02735#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02735#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	
HG02735#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02735#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02738#1	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	
HG02738#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02738#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02738#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	
HG02738#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02738#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02809#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02809#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02809#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02809#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
