hap_id	gene	retained_donor	annotated_sequence_copies	typing_common_methods_eligible	typing_exclusion_reasons	strict_structural_screen_eligible	all_classical_matched_comparison_eligible	source_type	panel_flags
HG02280#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02293#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02293#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02293#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02300#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02391#1	HLA-A	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-B	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-C	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-A	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-B	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-C	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02391#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02392#1	HLA-A	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-B	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-C	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-DRB1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-DQA1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-DQB1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-DPA1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-DPB1	1	1	1		1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#1	HLA-DRB5	1	1	0	cds_completeness_or_abnormality	1	0	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02392#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02392#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02451#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02451#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02451#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02451#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02451#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02451#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02451#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02451#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02451#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02451#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02451#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02451#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02486#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02486#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02486#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
HG02486#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02486#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02514#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02523#1	HLA-A	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-B	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-C	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
HG02523#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02523#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02559#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02559#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02572#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02572#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
HG02583#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
HG02583#2	HLA-A	1	1	1		1	1	assembly_or_reference	
HG02583#2	HLA-B	1	1	1		1	1	assembly_or_reference	
HG02583#2	HLA-C	1	1	1		1	1	assembly_or_reference	
HG02583#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
HG02583#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
HG02583#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
HG02583#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
HG02583#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
HG02583#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02583#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02583#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
HG02602#1	HLA-A	1	1	1		1	0	assembly_or_reference	
HG02602#1	HLA-B	1	1	1		1	0	assembly_or_reference	
HG02602#1	HLA-C	1	1	1		1	0	assembly_or_reference	
HG02602#1	HLA-DRB1	1	1	1		1	0	assembly_or_reference	
HG02602#1	HLA-DQA1	1	1	1		1	0	assembly_or_reference	
HG02602#1	HLA-DQB1	1	1	1		1	0	assembly_or_reference	
HG02602#1	HLA-DPA1	1	1	1		1	0	assembly_or_reference	
HG02602#1	HLA-DPB1	1	1	1		1	0	assembly_or_reference	
