gene	method	split	cohort	rarity	n	called	correct	accuracy_all	call_rate	accuracy_called	majority_accuracy
HLA-DQA1	flanks_only	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DQA1	flanks_only	leave_family_out	APR	ALL	106	99	99	0.9339622641509434	0.9339622641509434	1.0	0.2641509433962264
HLA-DQA1	flanks_only	leave_family_out	CPC-Chinese	ALL	113	98	96	0.8495575221238938	0.8672566371681416	0.9795918367346939	0.1504424778761062
HLA-DQA1	flanks_only	leave_family_out	HPRC-EastAsian	ALL	70	66	65	0.9285714285714286	0.9428571428571428	0.9848484848484849	0.18571428571428572
HLA-DQA1	flanks_only	leave_family_out	HPRC-Japanese	ALL	32	28	27	0.84375	0.875	0.9642857142857143	0.1875
HLA-DQA1	flanks_only	leave_family_out	HPRC-Jewish	ALL	2	1	1	0.5	0.5	1.0	0.0
HLA-DQA1	flanks_only	leave_family_out	HPRC-Rest	ALL	360	321	317	0.8805555555555555	0.8916666666666667	0.9875389408099688	0.20555555555555555
HLA-DQA1	flanks_only	leave_family_out	JaSaPaGe-Japanese	ALL	10	7	7	0.7	0.7	1.0	0.2
HLA-DQA1	flanks_only	leave_family_out	JaSaPaGe-Saudi	ALL	18	13	13	0.7222222222222222	0.7222222222222222	1.0	0.05555555555555555
HLA-DQA1	flanks_only	leave_family_out	KPanRef-Korean	ALL	27	24	24	0.8888888888888888	0.8888888888888888	1.0	0.14814814814814814
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	ALL	ALL	738	613	613	0.8306233062330624	0.8306233062330624	1.0	0.19647696476964768
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	733	613	613	0.8362892223738063	0.8362892223738063	1.0	0.19781718963165076
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	ALL	unseen	5	0	0	0.0	0.0		0.0
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	APR	ALL	106	88	88	0.8301886792452831	0.8301886792452831	1.0	0.2641509433962264
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	113	96	96	0.8495575221238938	0.8495575221238938	1.0	0.1504424778761062
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	70	53	53	0.7571428571428571	0.7571428571428571	1.0	0.18571428571428572
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	32	27	27	0.84375	0.84375	1.0	0.1875
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Jewish	ALL	2	1	1	0.5	0.5	1.0	0.0
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	360	296	296	0.8222222222222222	0.8222222222222222	1.0	0.20555555555555555
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	9	9	0.9	0.9	1.0	0.2
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.05555555555555555
HLA-DQA1	gene_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	27	25	25	0.9259259259259259	0.9259259259259259	1.0	0.14814814814814814
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	ALL	ALL	738	623	623	0.8441734417344173	0.8441734417344173	1.0	0.19647696476964768
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	733	623	623	0.849931787175989	0.849931787175989	1.0	0.19781718963165076
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	4	0	0	0.0	0.0		0.0
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	ALL	unseen	1	0	0	0.0	0.0		0.0
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	APR	ALL	106	88	88	0.8301886792452831	0.8301886792452831	1.0	0.2641509433962264
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	113	96	96	0.8495575221238938	0.8495575221238938	1.0	0.1504424778761062
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	70	53	53	0.7571428571428571	0.7571428571428571	1.0	0.18571428571428572
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	32	27	27	0.84375	0.84375	1.0	0.1875
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	HPRC-Jewish	ALL	2	1	1	0.5	0.5	1.0	0.0
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	360	306	306	0.85	0.85	1.0	0.20555555555555555
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	10	9	9	0.9	0.9	1.0	0.2
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.05555555555555555
HLA-DQA1	gene_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	27	25	25	0.9259259259259259	0.9259259259259259	1.0	0.14814814814814814
HLA-DQA1	gene_content	leave_cohort_out	ALL	ALL	738	93	51	0.06910569105691057	0.12601626016260162	0.5483870967741935	0.19647696476964768
HLA-DQA1	gene_content	leave_cohort_out	ALL	more_than_5_donors	733	93	51	0.06957708049113233	0.12687585266030013	0.5483870967741935	0.19781718963165076
HLA-DQA1	gene_content	leave_cohort_out	ALL	unseen	5	0	0	0.0	0.0		0.0
HLA-DQA1	gene_content	leave_cohort_out	APR	ALL	106	8	6	0.05660377358490566	0.07547169811320754	0.75	0.2641509433962264
HLA-DQA1	gene_content	leave_cohort_out	CPC-Chinese	ALL	113	12	5	0.04424778761061947	0.10619469026548672	0.4166666666666667	0.1504424778761062
HLA-DQA1	gene_content	leave_cohort_out	HPRC-EastAsian	ALL	70	9	6	0.08571428571428572	0.12857142857142856	0.6666666666666666	0.18571428571428572
HLA-DQA1	gene_content	leave_cohort_out	HPRC-Japanese	ALL	32	7	2	0.0625	0.21875	0.2857142857142857	0.1875
HLA-DQA1	gene_content	leave_cohort_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DQA1	gene_content	leave_cohort_out	HPRC-Rest	ALL	360	51	29	0.08055555555555556	0.14166666666666666	0.5686274509803921	0.20555555555555555
HLA-DQA1	gene_content	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	1	1	0.1	0.1	1.0	0.2
HLA-DQA1	gene_content	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	3	0	0.0	0.16666666666666666	0.0	0.05555555555555555
HLA-DQA1	gene_content	leave_cohort_out	KPanRef-Korean	ALL	27	2	2	0.07407407407407407	0.07407407407407407	1.0	0.14814814814814814
HLA-DQA1	gene_content	leave_family_out	ALL	ALL	738	94	56	0.07588075880758807	0.12737127371273713	0.5957446808510638	0.19647696476964768
HLA-DQA1	gene_content	leave_family_out	ALL	more_than_5_donors	733	94	56	0.07639836289222374	0.12824010914051842	0.5957446808510638	0.19781718963165076
HLA-DQA1	gene_content	leave_family_out	ALL	rare_1_to_5_donors	4	0	0	0.0	0.0		0.0
HLA-DQA1	gene_content	leave_family_out	ALL	unseen	1	0	0	0.0	0.0		0.0
HLA-DQA1	gene_content	leave_family_out	APR	ALL	106	12	10	0.09433962264150944	0.11320754716981132	0.8333333333333334	0.2641509433962264
HLA-DQA1	gene_content	leave_family_out	CPC-Chinese	ALL	113	10	5	0.04424778761061947	0.08849557522123894	0.5	0.1504424778761062
HLA-DQA1	gene_content	leave_family_out	HPRC-EastAsian	ALL	70	9	6	0.08571428571428572	0.12857142857142856	0.6666666666666666	0.18571428571428572
HLA-DQA1	gene_content	leave_family_out	HPRC-Japanese	ALL	32	7	2	0.0625	0.21875	0.2857142857142857	0.1875
HLA-DQA1	gene_content	leave_family_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DQA1	gene_content	leave_family_out	HPRC-Rest	ALL	360	50	30	0.08333333333333333	0.1388888888888889	0.6	0.20555555555555555
HLA-DQA1	gene_content	leave_family_out	JaSaPaGe-Japanese	ALL	10	1	1	0.1	0.1	1.0	0.2
HLA-DQA1	gene_content	leave_family_out	JaSaPaGe-Saudi	ALL	18	3	0	0.0	0.16666666666666666	0.0	0.05555555555555555
HLA-DQA1	gene_content	leave_family_out	KPanRef-Korean	ALL	27	2	2	0.07407407407407407	0.07407407407407407	1.0	0.14814814814814814
HLA-DQA1	gene_sequence	leave_cohort_out	ALL	ALL	738	733	715	0.9688346883468835	0.9932249322493225	0.975443383356071	0.19647696476964768
HLA-DQA1	gene_sequence	leave_cohort_out	ALL	more_than_5_donors	733	728	715	0.975443383356071	0.9931787175989086	0.9821428571428571	0.19781718963165076
HLA-DQA1	gene_sequence	leave_cohort_out	ALL	unseen	5	5	0	0.0	1.0	0.0	0.0
HLA-DQA1	gene_sequence	leave_cohort_out	APR	ALL	106	103	103	0.9716981132075472	0.9716981132075472	1.0	0.2641509433962264
HLA-DQA1	gene_sequence	leave_cohort_out	CPC-Chinese	ALL	113	113	109	0.9646017699115044	1.0	0.9646017699115044	0.1504424778761062
HLA-DQA1	gene_sequence	leave_cohort_out	HPRC-EastAsian	ALL	70	68	68	0.9714285714285714	0.9714285714285714	1.0	0.18571428571428572
HLA-DQA1	gene_sequence	leave_cohort_out	HPRC-Japanese	ALL	32	32	31	0.96875	1.0	0.96875	0.1875
HLA-DQA1	gene_sequence	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQA1	gene_sequence	leave_cohort_out	HPRC-Rest	ALL	360	360	347	0.9638888888888889	1.0	0.9638888888888889	0.20555555555555555
HLA-DQA1	gene_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.2
HLA-DQA1	gene_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.05555555555555555
HLA-DQA1	gene_sequence	leave_cohort_out	KPanRef-Korean	ALL	27	27	27	1.0	1.0	1.0	0.14814814814814814
HLA-DQA1	gene_sequence	leave_family_out	ALL	ALL	738	730	724	0.981029810298103	0.989159891598916	0.9917808219178083	0.19647696476964768
HLA-DQA1	gene_sequence	leave_family_out	ALL	more_than_5_donors	733	726	723	0.9863574351978172	0.990450204638472	0.9958677685950413	0.19781718963165076
HLA-DQA1	gene_sequence	leave_family_out	ALL	rare_1_to_5_donors	4	3	1	0.25	0.75	0.3333333333333333	0.0
HLA-DQA1	gene_sequence	leave_family_out	ALL	unseen	1	1	0	0.0	1.0	0.0	0.0
HLA-DQA1	gene_sequence	leave_family_out	APR	ALL	106	103	103	0.9716981132075472	0.9716981132075472	1.0	0.2641509433962264
HLA-DQA1	gene_sequence	leave_family_out	CPC-Chinese	ALL	113	113	110	0.9734513274336283	1.0	0.9734513274336283	0.1504424778761062
HLA-DQA1	gene_sequence	leave_family_out	HPRC-EastAsian	ALL	70	68	68	0.9714285714285714	0.9714285714285714	1.0	0.18571428571428572
HLA-DQA1	gene_sequence	leave_family_out	HPRC-Japanese	ALL	32	32	31	0.96875	1.0	0.96875	0.1875
HLA-DQA1	gene_sequence	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQA1	gene_sequence	leave_family_out	HPRC-Rest	ALL	360	357	355	0.9861111111111112	0.9916666666666667	0.9943977591036415	0.20555555555555555
HLA-DQA1	gene_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.2
HLA-DQA1	gene_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.05555555555555555
HLA-DQA1	gene_sequence	leave_family_out	KPanRef-Korean	ALL	27	27	27	1.0	1.0	1.0	0.14814814814814814
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	ALL	ALL	733	724	642	0.8758526603001364	0.9877216916780355	0.8867403314917127	0.10914051841746249
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	708	699	637	0.8997175141242938	0.9872881355932204	0.9113018597997139	0.11299435028248588
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	ALL	rare_1_to_5_donors	6	6	5	0.8333333333333334	1.0	0.8333333333333334	0.0
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	ALL	unseen	19	19	0	0.0	1.0	0.0	0.0
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	APR	ALL	104	101	92	0.8846153846153846	0.9711538461538461	0.9108910891089109	0.10576923076923077
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	111	106	97	0.8738738738738738	0.954954954954955	0.9150943396226415	0.04504504504504504
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	70	69	69	0.9857142857142858	0.9857142857142858	1.0	0.22857142857142856
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	31	31	30	0.967741935483871	1.0	0.967741935483871	0.06451612903225806
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	360	360	299	0.8305555555555556	1.0	0.8305555555555556	0.11388888888888889
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	17	0.9444444444444444	1.0	0.9444444444444444	0.1111111111111111
HLA-DQB1	classII_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	27	27	26	0.9629629629629629	1.0	0.9629629629629629	0.07407407407407407
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	ALL	ALL	733	720	688	0.9386084583901774	0.9822646657571623	0.9555555555555556	0.15006821282401092
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	726	713	686	0.9449035812672176	0.9820936639118457	0.9621318373071529	0.15151515151515152
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	4	4	2	0.5	1.0	0.5	0.0
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	ALL	unseen	3	3	0	0.0	1.0	0.0	0.0
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	APR	ALL	104	101	95	0.9134615384615384	0.9711538461538461	0.9405940594059405	0.10576923076923077
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	111	108	103	0.9279279279279279	0.972972972972973	0.9537037037037037	0.3153153153153153
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	70	70	70	1.0	1.0	1.0	0.22857142857142856
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	31	31	30	0.967741935483871	1.0	0.967741935483871	0.06451612903225806
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	360	353	335	0.9305555555555556	0.9805555555555555	0.9490084985835694	0.11388888888888889
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	17	0.9444444444444444	1.0	0.9444444444444444	0.1111111111111111
HLA-DQB1	classII_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	27	27	26	0.9629629629629629	1.0	0.9629629629629629	0.07407407407407407
HLA-DQB1	coding_sequence	leave_cohort_out	ALL	ALL	733	733	713	0.9727148703956344	1.0	0.9727148703956344	0.10914051841746249
HLA-DQB1	coding_sequence	leave_cohort_out	ALL	more_than_5_donors	708	708	707	0.998587570621469	1.0	0.998587570621469	0.11299435028248588
HLA-DQB1	coding_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	6	6	6	1.0	1.0	1.0	0.0
HLA-DQB1	coding_sequence	leave_cohort_out	ALL	unseen	19	19	0	0.0	1.0	0.0	0.0
HLA-DQB1	coding_sequence	leave_cohort_out	APR	ALL	104	104	104	1.0	1.0	1.0	0.10576923076923077
HLA-DQB1	coding_sequence	leave_cohort_out	CPC-Chinese	ALL	111	111	110	0.990990990990991	1.0	0.990990990990991	0.04504504504504504
HLA-DQB1	coding_sequence	leave_cohort_out	HPRC-EastAsian	ALL	70	70	69	0.9857142857142858	1.0	0.9857142857142858	0.22857142857142856
HLA-DQB1	coding_sequence	leave_cohort_out	HPRC-Japanese	ALL	31	31	31	1.0	1.0	1.0	0.06451612903225806
HLA-DQB1	coding_sequence	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	coding_sequence	leave_cohort_out	HPRC-Rest	ALL	360	360	342	0.95	1.0	0.95	0.11388888888888889
HLA-DQB1	coding_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DQB1	coding_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DQB1	coding_sequence	leave_cohort_out	KPanRef-Korean	ALL	27	27	27	1.0	1.0	1.0	0.07407407407407407
HLA-DQB1	coding_sequence	leave_family_out	ALL	ALL	733	733	728	0.9931787175989086	1.0	0.9931787175989086	0.15006821282401092
HLA-DQB1	coding_sequence	leave_family_out	ALL	more_than_5_donors	726	726	725	0.9986225895316805	1.0	0.9986225895316805	0.15151515151515152
HLA-DQB1	coding_sequence	leave_family_out	ALL	rare_1_to_5_donors	4	4	3	0.75	1.0	0.75	0.0
HLA-DQB1	coding_sequence	leave_family_out	ALL	unseen	3	3	0	0.0	1.0	0.0	0.0
HLA-DQB1	coding_sequence	leave_family_out	APR	ALL	104	104	104	1.0	1.0	1.0	0.10576923076923077
HLA-DQB1	coding_sequence	leave_family_out	CPC-Chinese	ALL	111	111	110	0.990990990990991	1.0	0.990990990990991	0.3153153153153153
HLA-DQB1	coding_sequence	leave_family_out	HPRC-EastAsian	ALL	70	70	69	0.9857142857142858	1.0	0.9857142857142858	0.22857142857142856
HLA-DQB1	coding_sequence	leave_family_out	HPRC-Japanese	ALL	31	31	31	1.0	1.0	1.0	0.06451612903225806
HLA-DQB1	coding_sequence	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	coding_sequence	leave_family_out	HPRC-Rest	ALL	360	360	357	0.9916666666666667	1.0	0.9916666666666667	0.11388888888888889
HLA-DQB1	coding_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DQB1	coding_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DQB1	coding_sequence	leave_family_out	KPanRef-Korean	ALL	27	27	27	1.0	1.0	1.0	0.07407407407407407
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	ALL	ALL	733	733	714	0.9740791268758526	1.0	0.9740791268758526	0.10914051841746249
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	ALL	more_than_5_donors	708	708	708	1.0	1.0	1.0	0.11299435028248588
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	ALL	rare_1_to_5_donors	6	6	6	1.0	1.0	1.0	0.0
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	ALL	unseen	19	19	0	0.0	1.0	0.0	0.0
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	APR	ALL	104	104	104	1.0	1.0	1.0	0.10576923076923077
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	CPC-Chinese	ALL	111	111	110	0.990990990990991	1.0	0.990990990990991	0.04504504504504504
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-EastAsian	ALL	70	70	70	1.0	1.0	1.0	0.22857142857142856
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Japanese	ALL	31	31	31	1.0	1.0	1.0	0.06451612903225806
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Rest	ALL	360	360	342	0.95	1.0	0.95	0.11388888888888889
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DQB1	coding_sequence_all_31mers	leave_cohort_out	KPanRef-Korean	ALL	27	27	27	1.0	1.0	1.0	0.07407407407407407
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	ALL	ALL	733	733	730	0.9959072305593452	1.0	0.9959072305593452	0.15006821282401092
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	ALL	more_than_5_donors	726	726	726	1.0	1.0	1.0	0.15151515151515152
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	ALL	rare_1_to_5_donors	4	4	4	1.0	1.0	1.0	0.0
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	ALL	unseen	3	3	0	0.0	1.0	0.0	0.0
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	APR	ALL	104	104	104	1.0	1.0	1.0	0.10576923076923077
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	CPC-Chinese	ALL	111	111	110	0.990990990990991	1.0	0.990990990990991	0.3153153153153153
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	HPRC-EastAsian	ALL	70	70	70	1.0	1.0	1.0	0.22857142857142856
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	HPRC-Japanese	ALL	31	31	31	1.0	1.0	1.0	0.06451612903225806
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	HPRC-Rest	ALL	360	360	358	0.9944444444444445	1.0	0.9944444444444445	0.11388888888888889
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DQB1	coding_sequence_all_31mers	leave_family_out	KPanRef-Korean	ALL	27	27	27	1.0	1.0	1.0	0.07407407407407407
HLA-DQB1	flanks_only	leave_cohort_out	ALL	ALL	733	649	628	0.8567530695770805	0.8854024556616644	0.9676425269645609	0.10914051841746249
HLA-DQB1	flanks_only	leave_cohort_out	ALL	more_than_5_donors	708	630	628	0.8870056497175142	0.8898305084745762	0.9968253968253968	0.11299435028248588
HLA-DQB1	flanks_only	leave_cohort_out	ALL	rare_1_to_5_donors	6	0	0	0.0	0.0		0.0
HLA-DQB1	flanks_only	leave_cohort_out	ALL	unseen	19	19	0	0.0	1.0	0.0	0.0
HLA-DQB1	flanks_only	leave_cohort_out	APR	ALL	104	77	76	0.7307692307692307	0.7403846153846154	0.987012987012987	0.10576923076923077
HLA-DQB1	flanks_only	leave_cohort_out	CPC-Chinese	ALL	111	92	91	0.8198198198198198	0.8288288288288288	0.9891304347826086	0.04504504504504504
HLA-DQB1	flanks_only	leave_cohort_out	HPRC-EastAsian	ALL	70	65	65	0.9285714285714286	0.9285714285714286	1.0	0.22857142857142856
HLA-DQB1	flanks_only	leave_cohort_out	HPRC-Japanese	ALL	31	26	26	0.8387096774193549	0.8387096774193549	1.0	0.06451612903225806
HLA-DQB1	flanks_only	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	flanks_only	leave_cohort_out	HPRC-Rest	ALL	360	344	325	0.9027777777777778	0.9555555555555556	0.9447674418604651	0.11388888888888889
HLA-DQB1	flanks_only	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	7	7	0.7	0.7	1.0	0.1
HLA-DQB1	flanks_only	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	12	12	0.6666666666666666	0.6666666666666666	1.0	0.1111111111111111
HLA-DQB1	flanks_only	leave_cohort_out	KPanRef-Korean	ALL	27	24	24	0.8888888888888888	0.8888888888888888	1.0	0.07407407407407407
HLA-DQB1	flanks_only	leave_family_out	ALL	ALL	733	593	588	0.8021828103683493	0.8090040927694406	0.9915682967959528	0.15006821282401092
HLA-DQB1	flanks_only	leave_family_out	ALL	more_than_5_donors	726	586	584	0.8044077134986226	0.8071625344352618	0.9965870307167235	0.15151515151515152
HLA-DQB1	flanks_only	leave_family_out	ALL	rare_1_to_5_donors	4	4	4	1.0	1.0	1.0	0.0
HLA-DQB1	flanks_only	leave_family_out	ALL	unseen	3	3	0	0.0	1.0	0.0	0.0
HLA-DQB1	flanks_only	leave_family_out	APR	ALL	104	77	76	0.7307692307692307	0.7403846153846154	0.987012987012987	0.10576923076923077
HLA-DQB1	flanks_only	leave_family_out	CPC-Chinese	ALL	111	92	91	0.8198198198198198	0.8288288288288288	0.9891304347826086	0.3153153153153153
HLA-DQB1	flanks_only	leave_family_out	HPRC-EastAsian	ALL	70	65	65	0.9285714285714286	0.9285714285714286	1.0	0.22857142857142856
HLA-DQB1	flanks_only	leave_family_out	HPRC-Japanese	ALL	31	26	26	0.8387096774193549	0.8387096774193549	1.0	0.06451612903225806
HLA-DQB1	flanks_only	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	flanks_only	leave_family_out	HPRC-Rest	ALL	360	288	285	0.7916666666666666	0.8	0.9895833333333334	0.11388888888888889
HLA-DQB1	flanks_only	leave_family_out	JaSaPaGe-Japanese	ALL	10	7	7	0.7	0.7	1.0	0.1
HLA-DQB1	flanks_only	leave_family_out	JaSaPaGe-Saudi	ALL	18	12	12	0.6666666666666666	0.6666666666666666	1.0	0.1111111111111111
HLA-DQB1	flanks_only	leave_family_out	KPanRef-Korean	ALL	27	24	24	0.8888888888888888	0.8888888888888888	1.0	0.07407407407407407
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	ALL	733	556	537	0.732605729877217	0.7585266030013642	0.9658273381294964	0.10914051841746249
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	708	537	537	0.7584745762711864	0.7584745762711864	1.0	0.11299435028248588
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	rare_1_to_5_donors	6	0	0	0.0	0.0		0.0
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	unseen	19	19	0	0.0	1.0	0.0	0.0
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	APR	ALL	104	62	62	0.5961538461538461	0.5961538461538461	1.0	0.10576923076923077
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	111	79	78	0.7027027027027027	0.7117117117117117	0.9873417721518988	0.04504504504504504
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	70	52	52	0.7428571428571429	0.7428571428571429	1.0	0.22857142857142856
