gene	method	split	cohort	rarity	n	called	correct	accuracy_all	call_rate	accuracy_called	majority_accuracy
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	31	21	21	0.6774193548387096	0.6774193548387096	1.0	0.06451612903225806
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	360	301	283	0.7861111111111111	0.8361111111111111	0.9401993355481728	0.11388888888888889
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	7	7	0.7	0.7	1.0	0.1
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	13	13	0.7222222222222222	0.7222222222222222	1.0	0.1111111111111111
HLA-DQB1	gene_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	27	19	19	0.7037037037037037	0.7037037037037037	1.0	0.07407407407407407
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	ALL	ALL	733	475	473	0.645293315143247	0.6480218281036835	0.9957894736842106	0.15006821282401092
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	726	471	471	0.6487603305785123	0.6487603305785123	1.0	0.15151515151515152
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	4	2	2	0.5	0.5	1.0	0.0
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	ALL	unseen	3	2	0	0.0	0.6666666666666666	0.0	0.0
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	APR	ALL	104	62	62	0.5961538461538461	0.5961538461538461	1.0	0.10576923076923077
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	111	75	74	0.6666666666666666	0.6756756756756757	0.9866666666666667	0.3153153153153153
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	70	52	52	0.7428571428571429	0.7428571428571429	1.0	0.22857142857142856
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	31	21	21	0.6774193548387096	0.6774193548387096	1.0	0.06451612903225806
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	360	224	223	0.6194444444444445	0.6222222222222222	0.9955357142857143	0.11388888888888889
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	10	7	7	0.7	0.7	1.0	0.1
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	18	13	13	0.7222222222222222	0.7222222222222222	1.0	0.1111111111111111
HLA-DQB1	gene_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	27	19	19	0.7037037037037037	0.7037037037037037	1.0	0.07407407407407407
HLA-DQB1	gene_content	leave_cohort_out	ALL	ALL	733	104	53	0.0723055934515689	0.14188267394270124	0.5096153846153846	0.10914051841746249
HLA-DQB1	gene_content	leave_cohort_out	ALL	more_than_5_donors	708	103	53	0.0748587570621469	0.14548022598870056	0.5145631067961165	0.11299435028248588
HLA-DQB1	gene_content	leave_cohort_out	ALL	rare_1_to_5_donors	6	0	0	0.0	0.0		0.0
HLA-DQB1	gene_content	leave_cohort_out	ALL	unseen	19	1	0	0.0	0.05263157894736842	0.0	0.0
HLA-DQB1	gene_content	leave_cohort_out	APR	ALL	104	13	10	0.09615384615384616	0.125	0.7692307692307693	0.10576923076923077
HLA-DQB1	gene_content	leave_cohort_out	CPC-Chinese	ALL	111	12	6	0.05405405405405406	0.10810810810810811	0.5	0.04504504504504504
HLA-DQB1	gene_content	leave_cohort_out	HPRC-EastAsian	ALL	70	11	6	0.08571428571428572	0.15714285714285714	0.5454545454545454	0.22857142857142856
HLA-DQB1	gene_content	leave_cohort_out	HPRC-Japanese	ALL	31	6	1	0.03225806451612903	0.1935483870967742	0.16666666666666666	0.06451612903225806
HLA-DQB1	gene_content	leave_cohort_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DQB1	gene_content	leave_cohort_out	HPRC-Rest	ALL	360	55	27	0.075	0.1527777777777778	0.4909090909090909	0.11388888888888889
HLA-DQB1	gene_content	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	1	1	0.1	0.1	1.0	0.1
HLA-DQB1	gene_content	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	3	1	0.05555555555555555	0.16666666666666666	0.3333333333333333	0.1111111111111111
HLA-DQB1	gene_content	leave_cohort_out	KPanRef-Korean	ALL	27	3	1	0.037037037037037035	0.1111111111111111	0.3333333333333333	0.07407407407407407
HLA-DQB1	gene_content	leave_family_out	ALL	ALL	733	94	54	0.07366984993178717	0.12824010914051842	0.574468085106383	0.15006821282401092
HLA-DQB1	gene_content	leave_family_out	ALL	more_than_5_donors	726	94	54	0.0743801652892562	0.12947658402203857	0.574468085106383	0.15151515151515152
HLA-DQB1	gene_content	leave_family_out	ALL	rare_1_to_5_donors	4	0	0	0.0	0.0		0.0
HLA-DQB1	gene_content	leave_family_out	ALL	unseen	3	0	0	0.0	0.0		0.0
HLA-DQB1	gene_content	leave_family_out	APR	ALL	104	14	11	0.10576923076923077	0.1346153846153846	0.7857142857142857	0.10576923076923077
HLA-DQB1	gene_content	leave_family_out	CPC-Chinese	ALL	111	10	6	0.05405405405405406	0.09009009009009009	0.6	0.3153153153153153
HLA-DQB1	gene_content	leave_family_out	HPRC-EastAsian	ALL	70	8	3	0.04285714285714286	0.11428571428571428	0.375	0.22857142857142856
HLA-DQB1	gene_content	leave_family_out	HPRC-Japanese	ALL	31	6	1	0.03225806451612903	0.1935483870967742	0.16666666666666666	0.06451612903225806
HLA-DQB1	gene_content	leave_family_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-DQB1	gene_content	leave_family_out	HPRC-Rest	ALL	360	49	30	0.08333333333333333	0.1361111111111111	0.6122448979591837	0.11388888888888889
HLA-DQB1	gene_content	leave_family_out	JaSaPaGe-Japanese	ALL	10	1	1	0.1	0.1	1.0	0.1
HLA-DQB1	gene_content	leave_family_out	JaSaPaGe-Saudi	ALL	18	3	1	0.05555555555555555	0.16666666666666666	0.3333333333333333	0.1111111111111111
HLA-DQB1	gene_content	leave_family_out	KPanRef-Korean	ALL	27	3	1	0.037037037037037035	0.1111111111111111	0.3333333333333333	0.07407407407407407
HLA-DQB1	gene_sequence	leave_cohort_out	ALL	ALL	733	733	714	0.9740791268758526	1.0	0.9740791268758526	0.10914051841746249
HLA-DQB1	gene_sequence	leave_cohort_out	ALL	more_than_5_donors	708	708	708	1.0	1.0	1.0	0.11299435028248588
HLA-DQB1	gene_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	6	6	6	1.0	1.0	1.0	0.0
HLA-DQB1	gene_sequence	leave_cohort_out	ALL	unseen	19	19	0	0.0	1.0	0.0	0.0
HLA-DQB1	gene_sequence	leave_cohort_out	APR	ALL	104	104	104	1.0	1.0	1.0	0.10576923076923077
HLA-DQB1	gene_sequence	leave_cohort_out	CPC-Chinese	ALL	111	111	110	0.990990990990991	1.0	0.990990990990991	0.04504504504504504
HLA-DQB1	gene_sequence	leave_cohort_out	HPRC-EastAsian	ALL	70	70	70	1.0	1.0	1.0	0.22857142857142856
HLA-DQB1	gene_sequence	leave_cohort_out	HPRC-Japanese	ALL	31	31	31	1.0	1.0	1.0	0.06451612903225806
HLA-DQB1	gene_sequence	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	gene_sequence	leave_cohort_out	HPRC-Rest	ALL	360	360	342	0.95	1.0	0.95	0.11388888888888889
HLA-DQB1	gene_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DQB1	gene_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DQB1	gene_sequence	leave_cohort_out	KPanRef-Korean	ALL	27	27	27	1.0	1.0	1.0	0.07407407407407407
HLA-DQB1	gene_sequence	leave_family_out	ALL	ALL	733	733	730	0.9959072305593452	1.0	0.9959072305593452	0.15006821282401092
HLA-DQB1	gene_sequence	leave_family_out	ALL	more_than_5_donors	726	726	726	1.0	1.0	1.0	0.15151515151515152
HLA-DQB1	gene_sequence	leave_family_out	ALL	rare_1_to_5_donors	4	4	4	1.0	1.0	1.0	0.0
HLA-DQB1	gene_sequence	leave_family_out	ALL	unseen	3	3	0	0.0	1.0	0.0	0.0
HLA-DQB1	gene_sequence	leave_family_out	APR	ALL	104	104	104	1.0	1.0	1.0	0.10576923076923077
HLA-DQB1	gene_sequence	leave_family_out	CPC-Chinese	ALL	111	111	110	0.990990990990991	1.0	0.990990990990991	0.3153153153153153
HLA-DQB1	gene_sequence	leave_family_out	HPRC-EastAsian	ALL	70	70	70	1.0	1.0	1.0	0.22857142857142856
HLA-DQB1	gene_sequence	leave_family_out	HPRC-Japanese	ALL	31	31	31	1.0	1.0	1.0	0.06451612903225806
HLA-DQB1	gene_sequence	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DQB1	gene_sequence	leave_family_out	HPRC-Rest	ALL	360	360	358	0.9944444444444445	1.0	0.9944444444444445	0.11388888888888889
HLA-DQB1	gene_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DQB1	gene_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DQB1	gene_sequence	leave_family_out	KPanRef-Korean	ALL	27	27	27	1.0	1.0	1.0	0.07407407407407407
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	ALL	ALL	712	681	527	0.7401685393258427	0.9564606741573034	0.7738619676945668	0.04915730337078652
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	545	532	475	0.8715596330275229	0.9761467889908257	0.8928571428571429	0.06422018348623854
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	ALL	rare_1_to_5_donors	135	120	52	0.3851851851851852	0.8888888888888888	0.43333333333333335	0.0
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	ALL	unseen	32	29	0	0.0	0.90625	0.0	0.0
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	APR	ALL	102	96	88	0.8627450980392157	0.9411764705882353	0.9166666666666666	0.0
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	100	96	85	0.85	0.96	0.8854166666666666	0.07
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	70	69	59	0.8428571428571429	0.9857142857142858	0.855072463768116	0.02857142857142857
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	32	31	29	0.90625	0.96875	0.9354838709677419	0.03125
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	354	339	222	0.6271186440677966	0.9576271186440678	0.6548672566371682	0.05367231638418079
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	9	8	0.8	0.9	0.8888888888888888	0.1
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	17	14	0.7777777777777778	0.9444444444444444	0.8235294117647058	0.1111111111111111
HLA-DRB1	classII_bundles_fixed_panel	leave_cohort_out	KPanRef-Korean	ALL	24	22	20	0.8333333333333334	0.9166666666666666	0.9090909090909091	0.125
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	ALL	ALL	712	675	596	0.8370786516853933	0.9480337078651685	0.882962962962963	0.0898876404494382
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	ALL	more_than_5_donors	646	618	565	0.8746130030959752	0.9566563467492261	0.9142394822006472	0.09907120743034056
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	ALL	rare_1_to_5_donors	58	49	31	0.5344827586206896	0.8448275862068966	0.6326530612244898	0.0
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	ALL	unseen	8	8	0	0.0	1.0	0.0	0.0
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	APR	ALL	102	98	89	0.8725490196078431	0.9607843137254902	0.9081632653061225	0.10784313725490197
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	CPC-Chinese	ALL	100	96	88	0.88	0.96	0.9166666666666666	0.07
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	70	69	59	0.8428571428571429	0.9857142857142858	0.855072463768116	0.02857142857142857
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	32	31	29	0.90625	0.96875	0.9354838709677419	0.03125
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	354	332	287	0.8107344632768362	0.9378531073446328	0.8644578313253012	0.10451977401129943
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	10	9	8	0.8	0.9	0.8888888888888888	0.1
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	18	16	14	0.7777777777777778	0.8888888888888888	0.875	0.1111111111111111
HLA-DRB1	classII_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	24	22	20	0.8333333333333334	0.9166666666666666	0.9090909090909091	0.125
HLA-DRB1	coding_sequence	leave_cohort_out	ALL	ALL	712	618	588	0.8258426966292135	0.8679775280898876	0.9514563106796117	0.04915730337078652
HLA-DRB1	coding_sequence	leave_cohort_out	ALL	more_than_5_donors	545	469	469	0.8605504587155963	0.8605504587155963	1.0	0.06422018348623854
HLA-DRB1	coding_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	135	119	119	0.8814814814814815	0.8814814814814815	1.0	0.0
HLA-DRB1	coding_sequence	leave_cohort_out	ALL	unseen	32	30	0	0.0	0.9375	0.0	0.0
HLA-DRB1	coding_sequence	leave_cohort_out	APR	ALL	102	87	81	0.7941176470588235	0.8529411764705882	0.9310344827586207	0.0
HLA-DRB1	coding_sequence	leave_cohort_out	CPC-Chinese	ALL	100	85	85	0.85	0.85	1.0	0.07
HLA-DRB1	coding_sequence	leave_cohort_out	HPRC-EastAsian	ALL	70	55	55	0.7857142857142857	0.7857142857142857	1.0	0.02857142857142857
HLA-DRB1	coding_sequence	leave_cohort_out	HPRC-Japanese	ALL	32	26	26	0.8125	0.8125	1.0	0.03125
HLA-DRB1	coding_sequence	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DRB1	coding_sequence	leave_cohort_out	HPRC-Rest	ALL	354	317	293	0.827683615819209	0.8954802259887006	0.9242902208201893	0.05367231638418079
HLA-DRB1	coding_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	8	8	0.8	0.8	1.0	0.1
HLA-DRB1	coding_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	17	17	0.9444444444444444	0.9444444444444444	1.0	0.1111111111111111
HLA-DRB1	coding_sequence	leave_cohort_out	KPanRef-Korean	ALL	24	21	21	0.875	0.875	1.0	0.125
HLA-DRB1	coding_sequence	leave_family_out	ALL	ALL	712	599	593	0.8328651685393258	0.8412921348314607	0.989983305509182	0.0898876404494382
HLA-DRB1	coding_sequence	leave_family_out	ALL	more_than_5_donors	646	545	545	0.8436532507739938	0.8436532507739938	1.0	0.09907120743034056
HLA-DRB1	coding_sequence	leave_family_out	ALL	rare_1_to_5_donors	58	48	48	0.8275862068965517	0.8275862068965517	1.0	0.0
HLA-DRB1	coding_sequence	leave_family_out	ALL	unseen	8	6	0	0.0	0.75	0.0	0.0
HLA-DRB1	coding_sequence	leave_family_out	APR	ALL	102	87	83	0.8137254901960784	0.8529411764705882	0.9540229885057471	0.10784313725490197
HLA-DRB1	coding_sequence	leave_family_out	CPC-Chinese	ALL	100	85	85	0.85	0.85	1.0	0.07
HLA-DRB1	coding_sequence	leave_family_out	HPRC-EastAsian	ALL	70	55	55	0.7857142857142857	0.7857142857142857	1.0	0.02857142857142857
HLA-DRB1	coding_sequence	leave_family_out	HPRC-Japanese	ALL	32	26	26	0.8125	0.8125	1.0	0.03125
HLA-DRB1	coding_sequence	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DRB1	coding_sequence	leave_family_out	HPRC-Rest	ALL	354	298	296	0.8361581920903954	0.8418079096045198	0.9932885906040269	0.10451977401129943
HLA-DRB1	coding_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	8	8	0.8	0.8	1.0	0.1
HLA-DRB1	coding_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	18	17	17	0.9444444444444444	0.9444444444444444	1.0	0.1111111111111111
HLA-DRB1	coding_sequence	leave_family_out	KPanRef-Korean	ALL	24	21	21	0.875	0.875	1.0	0.125
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	ALL	ALL	712	711	680	0.9550561797752809	0.9985955056179775	0.9563994374120957	0.04915730337078652
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	ALL	more_than_5_donors	545	545	545	1.0	1.0	1.0	0.06422018348623854
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	ALL	rare_1_to_5_donors	135	135	135	1.0	1.0	1.0	0.0
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	ALL	unseen	32	31	0	0.0	0.96875	0.0	0.0
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	APR	ALL	102	102	96	0.9411764705882353	1.0	0.9411764705882353	0.0
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	CPC-Chinese	ALL	100	100	100	1.0	1.0	1.0	0.07
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-EastAsian	ALL	70	70	69	0.9857142857142858	1.0	0.9857142857142858	0.02857142857142857
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Japanese	ALL	32	32	32	1.0	1.0	1.0	0.03125
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	HPRC-Rest	ALL	354	353	329	0.9293785310734464	0.9971751412429378	0.9320113314447592	0.05367231638418079
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DRB1	coding_sequence_all_31mers	leave_cohort_out	KPanRef-Korean	ALL	24	24	24	1.0	1.0	1.0	0.125
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	ALL	ALL	712	712	704	0.9887640449438202	1.0	0.9887640449438202	0.0898876404494382
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	ALL	more_than_5_donors	646	646	646	1.0	1.0	1.0	0.09907120743034056
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	ALL	rare_1_to_5_donors	58	58	58	1.0	1.0	1.0	0.0
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	ALL	unseen	8	8	0	0.0	1.0	0.0	0.0
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	APR	ALL	102	102	98	0.9607843137254902	1.0	0.9607843137254902	0.10784313725490197
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	CPC-Chinese	ALL	100	100	100	1.0	1.0	1.0	0.07
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	HPRC-EastAsian	ALL	70	70	69	0.9857142857142858	1.0	0.9857142857142858	0.02857142857142857
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	HPRC-Japanese	ALL	32	32	32	1.0	1.0	1.0	0.03125
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	HPRC-Rest	ALL	354	354	351	0.9915254237288136	1.0	0.9915254237288136	0.10451977401129943
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.1
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.1111111111111111
HLA-DRB1	coding_sequence_all_31mers	leave_family_out	KPanRef-Korean	ALL	24	24	24	1.0	1.0	1.0	0.125
HLA-DRB1	flanks_only	leave_cohort_out	ALL	ALL	712	568	493	0.6924157303370787	0.797752808988764	0.8679577464788732	0.04915730337078652
HLA-DRB1	flanks_only	leave_cohort_out	ALL	more_than_5_donors	545	438	422	0.7743119266055046	0.8036697247706422	0.9634703196347032	0.06422018348623854
HLA-DRB1	flanks_only	leave_cohort_out	ALL	rare_1_to_5_donors	135	101	71	0.5259259259259259	0.7481481481481481	0.7029702970297029	0.0
HLA-DRB1	flanks_only	leave_cohort_out	ALL	unseen	32	29	0	0.0	0.90625	0.0	0.0
HLA-DRB1	flanks_only	leave_cohort_out	APR	ALL	102	82	74	0.7254901960784313	0.803921568627451	0.9024390243902439	0.0
HLA-DRB1	flanks_only	leave_cohort_out	CPC-Chinese	ALL	100	73	73	0.73	0.73	1.0	0.07
HLA-DRB1	flanks_only	leave_cohort_out	HPRC-EastAsian	ALL	70	48	48	0.6857142857142857	0.6857142857142857	1.0	0.02857142857142857
HLA-DRB1	flanks_only	leave_cohort_out	HPRC-Japanese	ALL	32	24	24	0.75	0.75	1.0	0.03125
HLA-DRB1	flanks_only	leave_cohort_out	HPRC-Jewish	ALL	2	1	1	0.5	0.5	1.0	0.0
HLA-DRB1	flanks_only	leave_cohort_out	HPRC-Rest	ALL	354	296	229	0.6468926553672316	0.8361581920903954	0.7736486486486487	0.05367231638418079
HLA-DRB1	flanks_only	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	8	8	0.8	0.8	1.0	0.1
HLA-DRB1	flanks_only	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	16	16	0.8888888888888888	0.8888888888888888	1.0	0.1111111111111111
HLA-DRB1	flanks_only	leave_cohort_out	KPanRef-Korean	ALL	24	20	20	0.8333333333333334	0.8333333333333334	1.0	0.125
HLA-DRB1	flanks_only	leave_family_out	ALL	ALL	712	518	504	0.7078651685393258	0.7275280898876404	0.972972972972973	0.0898876404494382
HLA-DRB1	flanks_only	leave_family_out	ALL	more_than_5_donors	646	481	475	0.7352941176470589	0.7445820433436533	0.9875259875259875	0.09907120743034056
HLA-DRB1	flanks_only	leave_family_out	ALL	rare_1_to_5_donors	58	32	29	0.5	0.5517241379310345	0.90625	0.0
HLA-DRB1	flanks_only	leave_family_out	ALL	unseen	8	5	0	0.0	0.625	0.0	0.0
HLA-DRB1	flanks_only	leave_family_out	APR	ALL	102	68	63	0.6176470588235294	0.6666666666666666	0.9264705882352942	0.10784313725490197
HLA-DRB1	flanks_only	leave_family_out	CPC-Chinese	ALL	100	73	73	0.73	0.73	1.0	0.07
HLA-DRB1	flanks_only	leave_family_out	HPRC-EastAsian	ALL	70	48	48	0.6857142857142857	0.6857142857142857	1.0	0.02857142857142857
HLA-DRB1	flanks_only	leave_family_out	HPRC-Japanese	ALL	32	24	24	0.75	0.75	1.0	0.03125
HLA-DRB1	flanks_only	leave_family_out	HPRC-Jewish	ALL	2	1	1	0.5	0.5	1.0	0.0
HLA-DRB1	flanks_only	leave_family_out	HPRC-Rest	ALL	354	260	251	0.7090395480225988	0.7344632768361582	0.9653846153846154	0.10451977401129943
HLA-DRB1	flanks_only	leave_family_out	JaSaPaGe-Japanese	ALL	10	8	8	0.8	0.8	1.0	0.1
HLA-DRB1	flanks_only	leave_family_out	JaSaPaGe-Saudi	ALL	18	16	16	0.8888888888888888	0.8888888888888888	1.0	0.1111111111111111
HLA-DRB1	flanks_only	leave_family_out	KPanRef-Korean	ALL	24	20	20	0.8333333333333334	0.8333333333333334	1.0	0.125
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	ALL	712	353	322	0.45224719101123595	0.4957865168539326	0.9121813031161473	0.04915730337078652
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	more_than_5_donors	545	289	283	0.5192660550458715	0.5302752293577981	0.9792387543252595	0.06422018348623854
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	rare_1_to_5_donors	135	43	39	0.28888888888888886	0.31851851851851853	0.9069767441860465	0.0
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	ALL	unseen	32	21	0	0.0	0.65625	0.0	0.0
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	APR	ALL	102	37	32	0.3137254901960784	0.3627450980392157	0.8648648648648649	0.0
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	CPC-Chinese	ALL	100	49	47	0.47	0.49	0.9591836734693877	0.07
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-EastAsian	ALL	70	36	34	0.4857142857142857	0.5142857142857142	0.9444444444444444	0.02857142857142857
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Japanese	ALL	32	13	12	0.375	0.40625	0.9230769230769231	0.03125
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Jewish	ALL	2	1	1	0.5	0.5	1.0	0.0
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	HPRC-Rest	ALL	354	195	174	0.4915254237288136	0.5508474576271186	0.8923076923076924	0.05367231638418079
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	4	4	0.4	0.4	1.0	0.1
HLA-DRB1	gene_bundles_fixed_panel	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	7	7	0.3888888888888889	0.3888888888888889	1.0	0.1111111111111111
